,pic_id,screen_name,user_id,lang,location,protected,followers_count,friends_count,statuses_count,favourites_count,account_created_at,verified,num.tweets.used.Lexicon.prediction,Lexicon.age.prediction,Lexicon.gender.prediction..index.,lexicon.gender.prediction,human.labeled.age,age
21,43,_Gavin0304,9.53e+17,en,"Indianapolis, IN",0,0.0002893096988511738,0.0020789483878465454,0.01884419134101977,0.023123298021376065,0.8242097239705279,0.0,0.6153846153846154,0.16586313683522866,0.3656672156346818,1.0,0.17857142857142858,1.0
22,44,_gilliansummer_,7.21e+17,en,"Rockwall, TX",0,0.0004349904691946726,0.004338674896375399,0.011997044893071221,0.12192594458173957,0.6889552680511543,0.0,0.6153846153846154,0.2566277958067563,0.6167643781258975,0.0,0.08928571428571429,0.0
23,46,_haileyevans,2936385403.0,en,"Iowa City, IA",0,0.0015101555911664105,0.01601177640329016,0.011206575328303334,0.04949708007366714,0.5874803941594591,0.0,0.6153846153846154,0.16675163421642655,0.5450139835109277,0.0,0.08928571428571429,0.0
24,47,_Heidz95,246112479.0,en,Illinois,0,0.00399698789618501,0.005604121741151557,0.06579636039381323,0.024204169224553616,0.28921047479361867,0.0,0.6153846153846154,0.25148636211242836,0.49217821391974736,0.0,0.07142857142857142,0.0
25,48,_hey_its_steph,8.37e+17,en,"Los Angeles, CA",0,0.00012926603565690742,0.007631419237374585,0.0047729715409418,0.006952205554418717,0.7563955578761781,0.0,0.6153846153846154,0.23140319794215494,0.7734682477964201,0.0,0.17857142857142858,1.0
26,53,_jaydezha,1.11e+18,en,"Jersey Village, TX",0,0.0005437380864933408,0.006185194271916119,0.026486115089783987,0.01502988136651503,0.9134817852657657,0.0,0.6153846153846154,0.2196265425920948,0.39838038459560954,1.0,0.125,0.0
27,54,_jmiller27,3112658405.0,en,"Franklinville, NJ",0,0.0005847749232098193,0.0038609041488578697,0.006877300600283018,0.01726770451289962,0.6075508384727308,0.0,0.6153846153846154,0.1912298530623846,0.36724570698939374,1.0,0.10714285714285714,0.0
28,56,_Jurrasicore,2168101299.0,en,South Florida,0,0.00022980628561227985,0.001575352194517258,0.019865124784343963,0.034050066373886995,0.5011168767631,0.0,0.6153846153846154,0.16639749889376887,0.5322764390799174,0.0,0.16071428571428573,1.0
29,57,_kaylinsuzanne_,2739497273.0,en,"Guntersville, AL",0,0.0015778663717486,0.009516676781632942,0.03931024530402924,0.05884714067591179,0.5599477772200421,0.0,0.6153846153846154,0.2115350830656418,0.6076248522576637,0.0,0.08928571428571429,0.0
30,68,_Mattintosh_,226714056.0,en,"Moline, Illinois",0,4.719236222395033e-05,0.0044032385109047945,0.004912972962494696,0.0013930645846778637,0.2788362490662232,0.0,0.6153846153846154,0.27028522518739967,0.5784580825504533,0.0,0.42857142857142855,1.0
31,71,_mustac_10,88081411.0,en,"Whitestone, NY _´Ù Privlaka",0,0.0006668485966427764,0.018762186382242422,0.004572661814719965,0.047773457790930125,0.19401312529416986,0.0,0.6153846153846154,0.29241957723303763,0.5315434109846906,0.0,0.16071428571428573,1.0
